Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  13
2     0   0   0   0   0   0   0   0  30
3     0   0   0   0   0   0   0   0  68
4     0   0   0   0   0   0   0   0 180
5     0   0   0   0   0   0   0   0 180
6     0   0   0   0   0   0 180   0 180
7     0   0   0   0   0   0 180   0 180
8     0   0   0   0   0   0 180   0 180
9     0   0   0   0   0   0 180   0 180
10    0   0   0   0   0   0 180   0 180
11    0   0   0   0   0   0 180   0 180
12    0   0 180   0   0   0 180   0 180
13    0   0 180   0   0   0 180   0 180
14    0   0 180   0   0   0 180   0 180
15    0   0 180   0   0   0 180   0 180
16    0   0 103   0   0   0 180   0 180
17    0   0 180   0 180 180 180   0  54
18  180   0 180   0 154 180 180   0   0
19  180   0 180   0 180 173 180   0   0
20  180   0 180   0 180 165 180   0   0
21  180   0 180   0  83 180 180   0   0
22  180   0 180   0 180 180 180   0 180
23  180   0 180 105 180 180 180   0 180
24  180   0 180  54 167 180 180   0 180
25  180   0 180  55 180 180 180   0 180
26  180   0 180  13 180 111 180   0 180
27  180   0 180   6 180 180 180   0 180
28  180   0 180   5 180 180 180   0 180
29    3   0 180   3 180   0 180   0 180
